assemblydist,address,boro_name,communityboard,congressionaldist,coundist,gardenname,juris,multipolygon,openhrsf,openhrsm,openhrssa,openhrssu,openhrsth,openhrstu,openhrsw,parksid,policeprecinct,statesenatedist,status,zipcode
74,603 East 11th Street,Manhattan,103,10,2,Toyota Childrens Learning Garden (Coradan Evaeden),NYRP,"MULTIPOLYGON (((-73.97889558556095 40.727561272397246, -73.97896404558254 40.727590086798756, -73.97897838407862 40.72757051055458, -73.97900959644703 40.727527905071575, -73.97905510696647 40.727465768343926, -73.97910194607164 40.72740186053805, -73.97903248489706 40.727372646209545, -73.97889558556095 40.727561272397246)))",10:00a - 8:00p,10:00a - 8:00p,10:00a - 8:00p,10:00a - 8:00p,10:00a - 8:00p,10:00a - 8:00p,10:00a - 8:00p,MGT031,9,27,Active,10009
65,174 Suffolk Street,Manhattan,103,10,2,Dorothy Strelsin Memorial Garden (Suffolk St. - Committee of Poor People),NYRP,"MULTIPOLYGON (((-73.98498494316256 40.720978031882865, -73.9846380976476 40.72087281380713, -73.98460861323801 40.72092946813395, -73.98495545900145 40.721034685397214, -73.98498494316256 40.720978031882865)))",,,12:00p - 5:00p,12:00p - 5:00p,12:00p - 5:00p,,,MGT029,7,27,Active,10002
65,25 Rutgers Street,Manhattan,103,10,1,Lower East Side People Care,MLT,"MULTIPOLYGON (((-73.98997663563858 40.71303269428027, -73.989969004386 40.71298016503324, -73.989965935338 40.71295903428526, -73.98966748042764 40.71298365575928, -73.98967073636915 40.71300477212378, -73.9896788313075 40.71305726180954, -73.9897473278144 40.713051610022404, -73.98997663563858 40.71303269428027)))",,,,,,,,MGT024,7,27,Active,10002
68,176 E 111th Street,Manhattan,111,13,8,Herb Garden (formerly 111th St. Betterment Assoc.),NYRP,"MULTIPOLYGON (((-73.9432898212778 40.794748944933005, -73.94327162422287 40.79474122319511, -73.94321612459318 40.79471767300298, -73.94304196483074 40.794956714870715, -73.94309748713978 40.79498023183843, -73.94314920494791 40.795002136808726, -73.94332332054759 40.79476315959508, -73.9432898212778 40.794748944933005)))",,,,,,,,MGT010,23,29,Active,10029
70,277 West 122nd Street,Manhattan,110,13,9,Our Little Green Acre (Garden Eight),DPR,"MULTIPOLYGON (((-73.95214741381878 40.808150501607216, -73.95205937154 40.80811353380004, -73.95192635084753 40.80829663882479, -73.95201439447919 40.80833360763343, -73.9520151288101 40.80833259848071, -73.95214741381878 40.808150501607216)))",2:00 p.m. - 6:00 p.m.,,2:00 p.m. - 6:00 p.m.,,2:00 p.m. - 6:00 p.m.,2:00 p.m. - 6:00 p.m.,2:00 p.m. - 6:00 p.m.,M365-GT001,28,30,Active,10027
65,236 East 2nd Street,Manhattan,103,10,2,Peach Tree Garden,DPR,"MULTIPOLYGON (((-73.98188361586693 40.7217891203806, -73.98196297217078 40.72182258226599, -73.98214999024766 40.721560660392846, -73.98199286356382 40.721500388234226, -73.98180602655869 40.72175640344095, -73.98188361586693 40.7217891203806)))",,,1:00 p.m. - 8:00 p.m.,1:00 p.m. - 8:00 p.m.,,,12:00 p.m. - 6:00 p.m.,M350-GT001,9,27,Active,10009
69,955 Columbus Avenue,Manhattan,107,13,7,Mobilization For Change Community Garden,DPR,"MULTIPOLYGON (((-73.96208450745364 40.79962321649369, -73.96203692828661 40.79968890396423, -73.96226253557958 40.799783607011705, -73.96230986080619 40.799718268759726, -73.96208450745364 40.79962321649369)))",10:00 a.m. - 6:00 p.m.,10:00 am - 6:00 p.m.,10;00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,M347-GT001,24,30,Active,10025
42,2601 Tilden Avenue.,Brooklyn,317,9,40,Rogers/Tilden/Veronica Place Garden,BQLT,"MULTIPOLYGON (((-73.95242013460329 40.64710661257703, -73.95247161563768 40.64710512279509, -73.9524760244586 40.647181331848465, -73.95262427863925 40.64717498312967, -73.95260188280871 40.646838657460684, -73.95239978273942 40.646846592201605, -73.95238848761018 40.646847800523744, -73.95239175357015 40.646895124995645, -73.95240482294513 40.64691099122817, -73.95242013460329 40.64710661257703)))",9:00a - 2:00p,2:00p - 6:00p,10:00a - 5:00p,10:00a - 5:00p,9:00a - 2:00p,2:00p - 6:00p,2:00p - 6:00p,BGT050,67,21,Active,11226
55,1654 St. John's Place,Brooklyn,308,9,41,Ralph-Lincoln Service Center Garden,BQLT,"MULTIPOLYGON (((-73.92296502778554 40.670010469462156, -73.92306049284721 40.670015689699945, -73.92308680032554 40.66973379902197, -73.92300073605666 40.66972921455847, -73.92300007504636 40.66973629217026, -73.92299072373031 40.66973514855952, -73.92296502778554 40.670010469462156)))",,,,,,,,BGT049,77,20,Active,11233
50,599 Driggs Avenue,Brooklyn,301,7,34,Northside Community Garden,BQLT,"MULTIPOLYGON (((-73.95721890722965 40.71585065920371, -73.95741892796318 40.71597470121139, -73.957468670882 40.715927720164615, -73.95726865138093 40.71580367734254, -73.95721890722965 40.71585065920371)))",,,,,,,,BGT044,94,59,Active,11211
56,87 Schenectady Avenue,Brooklyn,308,9,36,Imani Community Garden (Schenectady),NYRP,"MULTIPOLYGON (((-73.93308062412206 40.6763392273247, -73.93308981416394 40.67622516353245, -73.93309318572273 40.67618330865447, -73.93307773572174 40.676182466692644, -73.93272431839601 40.67616319758191, -73.9327187473275 40.676219580973004, -73.93271306751124 40.67627705842564, -73.9327076003764 40.67633240178138, -73.9327958310203 40.67633721257244, -73.9328829191569 40.67634196139439, -73.9330632468622 40.6763517929084, -73.9330795401903 40.676352681288954, -73.93308062412206 40.6763392273247)))",,,,,,,,BGT030,77,20,Active,11213
54,34 Cooper Street,Brooklyn,304,7,37,Cooper Street Community Garden,NYRP,"MULTIPOLYGON (((-73.91062851980124 40.68432082023369, -73.91070421491455 40.68424395346237, -73.9103979296528 40.68407681674465, -73.91038559728744 40.68408934049989, -73.91034215382798 40.68413345617603, -73.91032223319209 40.68415368421565, -73.91062851980124 40.68432082023369)))",11:00a - 6:00p,11:00a - 6:00p,11:00am - 6:00pm,12:00p to 6:00p,,,11:00a - 4:00p,BGT029,83,18,Active,11207
52,207 4th Avenue,Brooklyn,306,10,39,GreenSpace Native Plant Community Garden and Environmental Center,DEP,"MULTIPOLYGON (((-73.98250732979433 40.6778498751429, -73.98271227498701 40.677554547231864, -73.98241825645336 40.677440111205854, -73.98233743734129 40.67755926753129, -73.982251780571 40.67752592810484, -73.98217581843281 40.677496362372544, -73.98202265838829 40.67772217230252, -73.98247171685729 40.67790119365177, -73.98250732979433 40.6778498751429)))",,,,,,,,BGT024,78,26,Active,11217
54,337 Van Siclen Avenue,Brooklyn,305,8,42,Poppa & Momma Jones Historical Garden,DPR,"MULTIPOLYGON (((-73.8899446241368 40.67165570089252, -73.88991269886485 40.67152973949366, -73.8895538956388 40.67158196051973, -73.8895861715878 40.67170931275115, -73.8899446241368 40.67165570089252)))",,,7:00 a.m. - 1:00 p.m.,7:00 a.m. - 1:00 p.m.,,,5:30 p.m. - 6:30 p.m.,B509-GT001,75,19,Active,11207
55,455 Ralph Avenue,Brooklyn,316,9,41,Tehuti Ma’at Community Garden,DPR,"MULTIPOLYGON (((-73.92202484002773 40.67357472154792, -73.9220454614971 40.67333468602908, -73.9217517813808 40.6733155317174, -73.92172519626455 40.67358107022644, -73.92199195446207 40.67359733370982, -73.92202484002773 40.67357472154792)))",5:00 p.m. - 7:00 p.m.,5:00 p.m. - 7:00 p.m.,,8:00 a.m. -  9:30 a.m.,5:00 p.m. - 7:00 p.m.,5:00 p.m. - 6:30 p.m.,5:00 p.m - 7:00 p.m.,B501-GT001,73,25,Active,11233
60,613 Hendrix Street,Brooklyn,305,8,42,Victory Garden B5,DPR,"MULTIPOLYGON (((-73.88737090407975 40.66659685085891, -73.88737942773803 40.66663018822116, -73.88772630640871 40.66658011096547, -73.88771247169711 40.66652623486693, -73.88736565007737 40.666576303131606, -73.88737090407975 40.66659685085891)))",12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,10:00 a.m. - 3:00 p.m.,,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,B496-GT001,75,19,Active,11207
56,200 Vernon Avenue,Brooklyn,303,8,36,T&T Vernon Block Community Garden,DPR,"MULTIPOLYGON (((-73.94385861248367 40.69515612925827, -73.94409415876034 40.69512901060995, -73.94403537539112 40.69483949687726, -73.94379979594616 40.69486644519264, -73.94385861248367 40.69515612925827)))",6:00 p.m. - 7:00 p.m.,6:00 p.m. - 7:00 p.m.,,10:00 a.m.- 3:00 p.m.,6:00 p.m. - 7:00 p.m.,6:00 p.m. - 7:00 p.m.,6:00 p.m. - 7:00 p.m.,B494-GT001,79,25,Active,11206
54,2556 Pitkin Avenue,Brooklyn,305,8,42,Upon This Rock Community Garden,DPR,"MULTIPOLYGON (((-73.87775306842265 40.67438036126468, -73.8777697366307 40.67444709368911, -73.87792206308688 40.67442675247326, -73.8778616963407 40.67418048917518, -73.87770626594677 40.674203266509345, -73.87775059104743 40.674380726042806, -73.87775306842265 40.67438036126468)))",,,10:00 a.m. - 5:00 p.m.,,,,5:00 p.m. - 8:00 p.m.,B493-GT001,75,19,Active,11208
53,264 Skillman Avenue,Brooklyn,301,7,34,Red Shed Community Garden,DPR,"MULTIPOLYGON (((-73.94013872627539 40.715863488468635, -73.94020871597122 40.7162909944264, -73.9404270731187 40.716260271447716, -73.94027029204042 40.715834694543645, -73.94013872627539 40.715863488468635)))",4 p.m. to 7 p.m.,4 p.m. to 7 p.m.,9 a.m. to 2 p.m.,Closed,4 p.m. to 7 p.m.,4 p.m. to 7 p.m.,4 p.m. to 7 p.m.,B489-GT001,94,18,Active,11211
54,2539 Pitkin Avenue,Brooklyn,305,8,42,ENY Oasis Community Garden,DPR,"MULTIPOLYGON (((-73.87859187085935 40.674547545913924, -73.8785483871926 40.67454649054191, -73.87850490423578 40.674551538850324, -73.87815135725779 40.674604164821744, -73.87818111298647 40.67473320782607, -73.87854882803705 40.674679168502095, -73.87857129333187 40.67475594137373, -73.87819652534681 40.67480591197676, -73.87822945361181 40.67491284165659, -73.87860376320666 40.674862249106795, -73.87856649646133 40.674756996218036, -73.87864216554524 40.67474584482557, -73.87874090308003 40.67473288694987, -73.87871625953268 40.674630421900666, -73.8786969810889 40.6745279561979, -73.87859187085935 40.674547545913924)))",,,,,,,,B483-GT001,75,19,Active,11208
54,281 Schenck Avenue,Brooklyn,305,8,42,Herbal Garden of East New York,DPR,"MULTIPOLYGON (((-73.88865035355637 40.67391393894115, -73.88864982228071 40.67391194468513, -73.88842831668352 40.67394472859163, -73.88828281706 40.673966262814965, -73.8883176737129 40.67410278782447, -73.88835287714753 40.67424067203577, -73.88871761027484 40.674185813877344, -73.88872130336733 40.67418054222839, -73.88867853454111 40.67401983084082, -73.88867279984296 40.673998280453226, -73.88866786910909 40.67397975207358, -73.88865177576915 40.67391928217691, -73.88865035355637 40.67391393894115)))",10:00 a.m. - 6:00 p.m.,,10:00 a.m. - 6:00 p.m.,,,,,B475-GT001,75,19,Active,11207
57,490 Greene Avenue,Brooklyn,303,8,36,Greene Avenue United Neighbors Community Garden,DPR,"MULTIPOLYGON (((-73.95132094419853 40.688291834967124, -73.95135320030066 40.68829646283888, -73.95135148374015 40.688288374600916, -73.95129259401246 40.68801079609785, -73.95122150139433 40.68801885259722, -73.95127564467464 40.68828499620675, -73.95128270979887 40.68828634996831, -73.95132094419853 40.688291834967124)))",12:00 pm - 3:00 pm,Closed,12:00 pm - 5:00 pm,12:00 pm - 5:00 pm,12:00 pm - 3:00 pm,1:00 pm - 3:00 pm,1:00 pm - 3:00 pm,B472-GT001,79,25,Active,11216
54,555 Glenmore Avenue,Brooklyn,305,8,37,Escape to Nature,DPR,"MULTIPOLYGON (((-73.88984931303452 40.67418774311264, -73.88988759219447 40.674336555751125, -73.8899781221767 40.67432355156197, -73.88993984164095 40.67417473805167, -73.88984931303452 40.67418774311264)))",,,,,,,,B468-GT001,75,19,Active,11207
54,35 Crystal Street,Brooklyn,305,7,37,Crystal Wells Community Garden,DPR,"MULTIPOLYGON (((-73.87562863696847 40.67825829916296, -73.87559301839298 40.678113703612695, -73.87552802465751 40.67784985973126, -73.87549349347607 40.677854814827654, -73.87515495251792 40.677903390106316, -73.87525521913774 40.678307019836254, -73.87562863696847 40.67825829916296)))",,,9:00 a.m. - 2:00 p.m.,9:00 a.m. - 2:00 p.m.,9:30 a.m. - 1:00 p.m.,9:30 a.m. - 1:00 p.m.,,B455-GT001,75,19,Active,11208
50,303 Berry Street,Brooklyn,301,7,34,Berry Street Garden,DPR,"MULTIPOLYGON (((-73.96378039759993 40.713360191332924, -73.96369949390261 40.713330522842476, -73.96361793240932 40.713300612750324, -73.96353636980672 40.71327070079885, -73.96344722169121 40.71323800920647, -73.96340881498986 40.71329862027984, -73.96331534225412 40.713264342312094, -73.96327040536073 40.71333525760184, -73.96335489164903 40.71336624137929, -73.96338788088958 40.713378339429376, -73.96343840304546 40.71339686728227, -73.96349926655012 40.71341918684029, -73.96350785402007 40.713405633276345, -73.96370564320826 40.71347816529356, -73.96374199113068 40.71342080341699, -73.96378039759993 40.713360191332924)))",1:30 p.m. - 4:00 p.m.,,12:00 p.m. - 5:00 p.m.,,10:00 a.m. - 12:30 p.m.,,,B444-GT001,90,59,Active,11249
53,101 McKibbin Street,Brooklyn,301,7,34,Sunshine Community Garden,DPR,"MULTIPOLYGON (((-73.94412030988389 40.705419450386856, -73.94410972373917 40.70535479481489, -73.94409820637463 40.70528446466515, -73.94407499632044 40.70514271375551, -73.94398552984758 40.705151259333306, -73.94390166440164 40.70515926996591, -73.94394697844083 40.70543600576499, -73.94403084304544 40.70542799599952, -73.94412030988389 40.705419450386856)))",12:00p - 4:00p,,2:00p - 6:00p,11:00a - 3:00p,,,,B427-GT001,90,18,Active,11206
53,278 Powers Street,Brooklyn,301,7,34,Powers Street Garden,DPR,"MULTIPOLYGON (((-73.93968485927934 40.7128855304415, -73.93985159718093 40.7128450370622, -73.93974298123084 40.71258119993331, -73.93957662297342 40.712622613677695, -73.93968485927934 40.7128855304415)))",8:00a - 8:00p,,10:00a - 2:00p,10:00a - 2:00p,,,,B426-GT001,90,18,Active,11211
53,207 South 2nd Street,Brooklyn,301,7,34,El Puente: Espiritu Tierra Community Garden - Earth Spirit,DPR,"MULTIPOLYGON (((-73.95967599680367 40.712469803974194, -73.9593483483016 40.71234853402553, -73.95918713448903 40.71260596271546, -73.95930480714902 40.71264926040503, -73.9593453392068 40.71266417457615, -73.95942990913163 40.71269529184139, -73.95950771253884 40.71272391855342, -73.95967599680367 40.712469803974194)))",12:00 p.m. - 2:00 p.m.,,12:00 - 1:00 p.m. & 2:00 p.m. - 3:00 p.m.,11:00 a.m. - 12:00 p.m. & 1:00 p.m. - 4:00 p.m.,,10:00 a.m. - 11:00 a.m. & 5:00 p.m. - 6:00 p.m.,5:00 p.m. - 7:00 p.m.,B424-GT001,90,59,Active,11211
57,104 Rockwell Place,Brooklyn,302,7,35,Brooklyn Bears/Rockwell Place Garden,DPR,"MULTIPOLYGON (((-73.97925031779589 40.686810653241714, -73.97916867912771 40.68682150949233, -73.97920594953021 40.68706640910464, -73.97940381260872 40.68702374053326, -73.97925031779589 40.686810653241714)))",,,10:00a - 3:00p,12:00p - 5:00p,,,,B422-GT001,88,26,Active,11217
44,171 E 4th Street,Brooklyn,307,10,39,East 4th Street Community Garden (Windsor Terrace Kensington Veterans Memorial),DPR,"MULTIPOLYGON (((-73.97693043384864 40.648258363305686, -73.97694206453228 40.64827429399569, -73.97697958481042 40.64832568595388, -73.97701748094109 40.64837759217027, -73.97702592332028 40.64838915560399, -73.97693512626337 40.64839896387972, -73.97694294819335 40.64844053424627, -73.97696382600213 40.64855147500704, -73.9769941384473 40.64853966898399, -73.97705000034765 40.64851791193053, -73.97710495762834 40.64849650767269, -73.97710347695659 40.64849430921425, -73.9772316024732 40.648444408148265, -73.97732694088924 40.64843425383461, -73.97728649635434 40.648219917233504, -73.97693043384864 40.648258363305686)))",,,9:00a - 1:00p,10:00a - 2:00p,,,4:30 - 6:30p,B414-GT001,72,20,Active,11218
51,558 Columbia Street,Brooklyn,306,10,38,Red Hook Community Farm / Added Value,DPR,"MULTIPOLYGON (((-74.00890997224003 40.67259504717673, -74.01043463316815 40.67302168572585, -74.01075962473061 40.672354192164235, -74.00922652390857 40.67192623751027, -74.00890997224003 40.67259504717673)))",,,,,,,,B126-GT001,76,26,Not GreenThumb,11231
50,229 North 12th Street,Brooklyn,301,7,33,Green Dome,DPR,"MULTIPOLYGON (((-73.95303796783779 40.71970997125542, -73.95304174475727 40.719709747668475, -73.95304525952572 40.71970867119163, -73.95309131278627 40.71966231010332, -73.95273894931681 40.719444329050525, -73.95273345373684 40.719441415445914, -73.95272756606057 40.71943897804976, -73.95272136083183 40.719437045709036, -73.9527149114147 40.719435641866944, -73.95270829472902 40.71943478276432, -73.95270159243351 40.71943447834023, -73.9526948850062 40.71943473403083, -73.95268825174881 40.719435545366125, -73.95268177433331 40.719436903374614, -73.95267552970326 40.71943879097825, -73.95266959480597 40.71944118569598, -73.95266403949198 40.7194440587402, -73.95265893124922 40.71944737501891, -73.95265433165095 40.71945109493499, -73.95265029753956 40.71945517438692, -73.95264687511049 40.71945956206467, -73.95264410819141 40.71946420755779, -73.95264202877954 40.71946905324682, -73.95264066177147 40.71947404060895, -73.95265195002733 40.71954147633451, -73.9526803357717 40.719711044112735, -73.95286611761968 40.71968633918852, -73.95287793119684 40.7196840990531, -73.95288990888155 40.71968243531, -73.95290200096045 40.71968135334183, -73.95291415890382 40.71968085853173, -73.95292633418521 40.71968095176045, -73.95293847709512 40.71968163300759, -73.95295053792536 40.71968290045183, -73.9529624693381 40.719684747770344, -73.95297422044469 40.719687168638714, -73.95298574627816 40.71969015133208, -73.9529962083508 40.7196927589779, -73.95300635869681 40.719696004056544, -73.95301612986962 40.719699863127275, -73.95302545797331 40.71970431275093, -73.95303428030007 40.71970932318509, -73.95303796783779 40.71970997125542)))",,9:00 a.m. - 10:00 a.m. & 4:30 p.m. - 6:00 p.m.,,11:00 a.m. - 4:00 p.m.,,8:00 a.m. - 9:30 a.m. & 6:30 p.m. - 7:30 p.m.,,B058-GT001,94,59,Active,11211
55,45 Somers,Brooklyn,316,8,41,45 Somers Street Community Garden,DPR,"MULTIPOLYGON (((-73.91176960242058 40.679073219808444, -73.91171228298623 40.6787854424141, -73.91148337296076 40.67881271963821, -73.9115486020606 40.679098008800835, -73.91176960242058 40.679073219808444)))",,,,,,,,BGT179,73,25,Inactive (No Group),11233
57,"228 York Street, Brooklyn, NY 11201",Brooklyn,302,7,35,Pulse Garden (NYCHA - Farragut Houses ),NYCHA,"MULTIPOLYGON (((-73.98086416411832 40.70105330830775, -73.9808521841014 40.70097007019108, -73.98086691097167 40.70077923793684, -73.98107897646396 40.70079246819609, -73.98107898424249 40.700765061114154, -73.9809647126113 40.70075667381417, -73.98097476463472 40.70056840452547, -73.98058656926305 40.700560000061856, -73.9806068223984 40.70079238961046, -73.98071480854536 40.70096091156119, -73.98080947415616 40.701072586367935, -73.98091615826961 40.70113452421016, -73.98111076568794 40.70120815695662, -73.98111080619299 40.70106520068722, -73.98086416411832 40.70105330830775)))",,,,,,,,BGT174,84,25,Active,11201
60,1258 Loring Avenue Bronx 112O8,Brooklyn,305,8,42,Pink's Paradise Garden of Love - Pink Houses (NYCHA),NYCHA,"MULTIPOLYGON (((-73.86519480367441 40.66727861895629, -73.86531499691245 40.66726017487157, -73.86531593474172 40.667260175969545, -73.86525346991318 40.6670478113894, -73.86523844616939 40.66704993792158, -73.86521422798837 40.666956987019994, -73.86515319840933 40.666963348790915, -73.86512682775195 40.66700620499032, -73.86519480367441 40.66727861895629)))",,,,,,,,BGT166,75,19,Active,11208
